gene_id	gene_name
ENSG00000128513	POT1
ENSG00000128519	TAS2R16
ENSG00000128573	FOXP2
ENSG00000128591	FLNC
ENSG00000128594	LRRC4
ENSG00000128595	CALU
ENSG00000128602	SMO
ENSG00000128604	IRF5
ENSG00000128617	OPN1SW
ENSG00000128655	PDE11A
ENSG00000128656	CHN1
ENSG00000128683	GAD1
ENSG00000128709	HOXD9
ENSG00000128710	HOXD10
ENSG00000128713	HOXD11
ENSG00000128714	HOXD13
ENSG00000128739	SNRPN
ENSG00000128881	TTBK2
ENSG00000128918	ALDH1A2
ENSG00000128928	IVD
ENSG00000128944	KNSTRN
ENSG00000128973	CLN6
ENSG00000129038	LOXL1
ENSG00000129071	MBD4
ENSG00000129116	PALLD
ENSG00000129152	MYOD1
ENSG00000129167	TPH1
ENSG00000129170	CSRP3
ENSG00000129187	DCTD
ENSG00000129204	USP6
ENSG00000129214	SHBG
ENSG00000129219	PLD2
ENSG00000129221	AIPL1
ENSG00000129255	MPDU1
ENSG00000129353	SLC44A2
ENSG00000129422	MTUS1
ENSG00000129514	FOXA1
ENSG00000129535	NRL
ENSG00000129562	DAD1
ENSG00000129654	FOXJ1
ENSG00000129667	RHBDF2
ENSG00000129673	AANAT
ENSG00000129675	ARHGEF6
ENSG00000129696	TTI2
ENSG00000129757	CDKN1C
ENSG00000129864	VCY
ENSG00000129910	CDH15
ENSG00000129991	TNNI3
ENSG00000129993	CBFA2T3
ENSG00000130005	GAMT
ENSG00000130035	GALNT8
ENSG00000130037	KCNA5
ENSG00000130066	SAT1
ENSG00000130158	DOCK6
ENSG00000130159	ECSIT
ENSG00000130164	LDLR
ENSG00000130175	PRKCSH
ENSG00000130203	APOE
ENSG00000130208	APOC1
ENSG00000130226	DPP6
ENSG00000130255	RPL36
ENSG00000130283	GDF1
ENSG00000130294	KIF1A
ENSG00000130299	GTPBP3
ENSG00000130382	MLLT1
ENSG00000130385	BMP15
ENSG00000130396	AFDN
ENSG00000130402	ACTN4
ENSG00000130414	NDUFA10
ENSG00000130427	EPO
ENSG00000130429	ARPC1B
ENSG00000130508	PXDN
ENSG00000130529	TRPM4
ENSG00000130540	SULT4A1
ENSG00000130561	SAG
ENSG00000130595	TNNT3
ENSG00000130598	TNNI2
ENSG00000130600	H19
ENSG00000130612	CYP2G1P
ENSG00000130635	COL5A1
ENSG00000130638	ATXN10
ENSG00000130649	CYP2E1
ENSG00000130675	MNX1
ENSG00000130700	GATA5
ENSG00000130703	OSBPL2
ENSG00000130707	ASS1
ENSG00000130714	POMT1
ENSG00000130741	EIF2S3
ENSG00000130766	SESN2
ENSG00000130779	CLIP1
ENSG00000130812	ANGPTL6
ENSG00000130816	DNMT1
ENSG00000130821	SLC6A8
ENSG00000130826	DKC1
ENSG00000130844	ZNF331
ENSG00000130876	SLC7A10
ENSG00000130948	HSD17B3
ENSG00000130985	UBA1
ENSG00000131018	SYNE1
ENSG00000131023	LATS1
ENSG00000131055	COX4I2
ENSG00000131080	EDA2R
ENSG00000131089	ARHGEF9
ENSG00000131095	GFAP
ENSG00000131096	PYY
ENSG00000131100	ATP6V1E1
ENSG00000131127	ZNF141
ENSG00000131143	COX4I1
ENSG00000131149	GSE1
ENSG00000131165	CHMP1A
ENSG00000131174	COX7B
ENSG00000131183	SLC34A1
ENSG00000131187	F12
ENSG00000131203	IDO1
ENSG00000131238	PPT1
ENSG00000131269	ABCB7
ENSG00000131323	TRAF3
ENSG00000131389	SLC6A6
ENSG00000131398	KCNC3
ENSG00000131408	NR1H2
ENSG00000131435	PDLIM4
ENSG00000131446	MGAT1
ENSG00000131470	PSMC3IP
ENSG00000131473	ACLY
ENSG00000131495	NDUFA2
ENSG00000131504	DIAPH1
ENSG00000131558	EXOC4
ENSG00000131653	TRAF7
ENSG00000131669	NINJ1
ENSG00000131697	NPHP4
ENSG00000131747	TOP2A
ENSG00000131759	RARA
ENSG00000131778	CHD1L
ENSG00000131779	PEX11B
ENSG00000131781	FMO5
ENSG00000131808	FSHB
ENSG00000131828	PDHA1
ENSG00000131844	MCCC2
ENSG00000131873	CHSY1
ENSG00000131899	LLGL1
ENSG00000131910	NR0B2
ENSG00000131931	THAP1
ENSG00000131941	RHPN2
ENSG00000131943	C19orf12
ENSG00000131979	GCH1
ENSG00000132002	DNAJB1
ENSG00000132024	CC2D1A
ENSG00000132026	RTBDN
ENSG00000132031	MATN3
ENSG00000132109	TRIM21
ENSG00000132155	RAF1
ENSG00000132164	SLC6A11
ENSG00000132170	PPARG
ENSG00000132294	EFR3A
ENSG00000132305	IMMT
ENSG00000132326	PER2
ENSG00000132383	RPA1
ENSG00000132386	SERPINF1
ENSG00000132437	DDC
ENSG00000132446	FTHL17
ENSG00000132464	ENAM
ENSG00000132470	ITGB4
ENSG00000132517	SLC52A1
ENSG00000132518	GUCY2D
ENSG00000132535	DLG4
ENSG00000132549	VPS13B
ENSG00000132600	PRMT7
ENSG00000132639	SNAP25
ENSG00000132669	RIN2
ENSG00000132692	BCAN
ENSG00000132693	CRP
ENSG00000132698	RAB25
ENSG00000132740	IGHMBP2
ENSG00000132763	MMACHC
ENSG00000132781	MUTYH
ENSG00000132793	LPIN3
ENSG00000132837	DMGDH
ENSG00000132842	AP3B1
ENSG00000132855	ANGPTL3
ENSG00000132906	CASP9
ENSG00000132915	PDE6A
ENSG00000132932	ATP8A2
ENSG00000132963	POMP
ENSG00000132965	ALOX5AP
ENSG00000132970	WASF3
ENSG00000132975	GPR12
ENSG00000133019	CHRM3
ENSG00000133028	SCO1
ENSG00000133048	CHI3L1
ENSG00000133063	CHIT1
ENSG00000133065	SLC41A1
ENSG00000133103	COG6
ENSG00000133105	RXFP2
ENSG00000133107	TRPC4
ENSG00000133110	POSTN
ENSG00000133111	RFXAP
ENSG00000133116	KL
ENSG00000133124	IRS4
ENSG00000133216	EPHB2
ENSG00000133256	PDE6B
ENSG00000133392	MYH11
ENSG00000133639	BTG1
ENSG00000133661	SFTPD
ENSG00000133703	KRAS
ENSG00000133710	SPINK5
ENSG00000133731	IMPA1
ENSG00000133740	E2F5
ENSG00000133742	CA1
ENSG00000133805	AMPD3
ENSG00000133812	SBF2
ENSG00000133818	RRAS2
ENSG00000133835	HSD17B4
ENSG00000133895	MEN1
ENSG00000133937	GSC
ENSG00000134049	IER3IP1
ENSG00000134058	CDK7
ENSG00000134086	VHL
ENSG00000134121	CHL1
ENSG00000134138	MEIS2
ENSG00000134160	TRPM1
ENSG00000134183	GNAT2
ENSG00000134184	GSTM1
ENSG00000134200	TSHB
ENSG00000134202	GSTM3
ENSG00000134240	HMGCS2
ENSG00000134242	PTPN22
ENSG00000134243	SORT1
ENSG00000134250	NOTCH2
ENSG00000134259	NGF
ENSG00000134262	AP4B1
ENSG00000134317	GRHL1
ENSG00000134323	MYCN
ENSG00000134324	LPIN1
ENSG00000134333	LDHA
ENSG00000134343	ANO3
ENSG00000134352	IL6ST
ENSG00000134363	FST
ENSG00000134365	CFHR4
ENSG00000134371	CDC73
ENSG00000134376	CRB1
ENSG00000134389	CFHR5
ENSG00000134438	RAX
ENSG00000134460	IL2RA
ENSG00000134532	SOX5
ENSG00000134538	SLCO1B1
ENSG00000134569	LRP4
ENSG00000134571	MYBPC3
ENSG00000134574	DDB2
ENSG00000134575	ACP2
ENSG00000134595	SOX3
ENSG00000134640	MTNR1B
ENSG00000134716	CYP2J2
ENSG00000134755	DSC2
ENSG00000134757	DSG3
ENSG00000134759	ELP2
ENSG00000134760	DSG1
ENSG00000134762	DSC3
ENSG00000134769	DTNA
ENSG00000134827	TCN1
ENSG00000134830	C5AR2
ENSG00000134851	TMEM165
ENSG00000134852	CLOCK
ENSG00000134853	PDGFRA
ENSG00000134871	COL4A2
ENSG00000134882	UBAC2
ENSG00000134899	ERCC5
ENSG00000134910	STT3A
ENSG00000134982	APC
ENSG00000134987	WDR36
ENSG00000135049	AGTPBP1
ENSG00000135069	PSAT1
ENSG00000135074	ADAM19
ENSG00000135100	HNF1A
ENSG00000135111	TBX3
ENSG00000135218	CD36
ENSG00000135222	CSN2
ENSG00000135226	UGT2B28
ENSG00000135297	MTO1
ENSG00000135312	HTR1B
ENSG00000135318	NT5E
ENSG00000135333	EPHA7
ENSG00000135338	LCA5
ENSG00000135363	LMO2
ENSG00000135406	PRPH
ENSG00000135409	AMHR2
ENSG00000135424	ITGA7
ENSG00000135437	RDH5
ENSG00000135443	KRT85
ENSG00000135446	CDK4
ENSG00000135447	PPP1R1A
ENSG00000135451	TROAP
ENSG00000135454	B4GALNT1
ENSG00000135502	SLC26A10
ENSG00000135517	MIP
ENSG00000135519	KCNH3
ENSG00000135541	AHI1
ENSG00000135547	HEY2
ENSG00000135604	STX11
ENSG00000135605	TEC
ENSG00000135636	DYSF
ENSG00000135638	EMX1
ENSG00000135643	KCNMB4
ENSG00000135655	USP15
ENSG00000135677	GNS
ENSG00000135679	MDM2
ENSG00000135697	BCO1
ENSG00000135744	AGT
ENSG00000135766	EGLN1
ENSG00000135775	COG2
ENSG00000135821	GLUL
ENSG00000135828	RNASEL
ENSG00000135838	NPL
ENSG00000135870	RC3H1
ENSG00000135899	SP110
ENSG00000135900	MRPL44
ENSG00000135902	CHRND
ENSG00000135903	PAX3
ENSG00000135914	HTR2B
ENSG00000135917	SLC19A3
ENSG00000135924	DNAJB2
ENSG00000135925	WNT10A
ENSG00000135929	CYP27A1
ENSG00000135956	TMEM127
ENSG00000135960	EDAR
ENSG00000135999	EPC2
ENSG00000136003	ISCU
ENSG00000136014	USP44
ENSG00000136068	FLNB
ENSG00000136104	RNASEH2B
ENSG00000136111	TBC1D4
ENSG00000136143	SUCLA2
ENSG00000136144	RCBTB1
ENSG00000136147	PHF11
ENSG00000136152	COG3
ENSG00000136156	ITM2B
ENSG00000136158	SPRY2
ENSG00000136159	NUDT15
ENSG00000136160	EDNRB
ENSG00000136167	LCP1
ENSG00000136205	TNS3
ENSG00000136235	GPNMB
ENSG00000136238	RAC1
ENSG00000136244	IL6
ENSG00000136280	CCM2
ENSG00000136352	NKX2-1
ENSG00000136371	MTHFS
ENSG00000136383	ALPK3
ENSG00000136425	CIB2
ENSG00000136463	TACO1
ENSG00000136487	GH2
ENSG00000136488	CSH1
ENSG00000136492	BRIP1
ENSG00000136504	KAT7
ENSG00000136531	SCN2A
ENSG00000136542	GALNT5
ENSG00000136546	SCN7A
ENSG00000136573	BLK
ENSG00000136574	GATA4
ENSG00000136630	HLX
ENSG00000136631	VPS45
ENSG00000136634	IL10
ENSG00000136689	IL1RN
ENSG00000136695	IL36RN
ENSG00000136698	CFC1
ENSG00000136717	BIN1
ENSG00000136720	HS6ST1
ENSG00000136731	UGGT1
ENSG00000136732	GYPC
ENSG00000136750	GAD2
ENSG00000136754	ABI1
ENSG00000136783	NIPSNAP3A
ENSG00000136802	LRRC8A
ENSG00000136826	KLF4
ENSG00000136827	TOR1A
ENSG00000136840	ST6GALNAC4
ENSG00000136854	STXBP1
ENSG00000136861	CDK5RAP2
ENSG00000136868	SLC31A1
ENSG00000136869	TLR4
ENSG00000136872	ALDOB
ENSG00000136874	STX17
ENSG00000136877	FPGS
ENSG00000136881	BAAT
ENSG00000136908	DPM2
ENSG00000136930	PSMB7
ENSG00000136931	NR5A1
ENSG00000136936	XPA
ENSG00000136944	LMX1B
ENSG00000136997	MYC
ENSG00000137070	IL11RA
ENSG00000137074	APTX
ENSG00000137090	DMRT1
ENSG00000137106	GRHPR
ENSG00000137161	CNPY3
ENSG00000137193	PIM1
ENSG00000137203	TFAP2A
ENSG00000137251	TINAG
ENSG00000137261	KIAA0319
ENSG00000137265	IRF4
ENSG00000137273	FOXF2
ENSG00000137285	TUBB2B
ENSG00000137309	HMGA1
ENSG00000137312	FLOT1
ENSG00000137364	TPMT
ENSG00000137414	FAM8A1
ENSG00000137462	TLR2
ENSG00000137474	MYO7A
ENSG00000137491	SLCO2B1
ENSG00000137497	NUMA1
ENSG00000137509	PRCP
ENSG00000137513	NARS2
ENSG00000137561	TTPA
ENSG00000137563	GGH
ENSG00000137571	SLCO5A1
ENSG00000137573	SULF1
ENSG00000137601	NEK1
ENSG00000137642	SORL1
ENSG00000137672	TRPC6
ENSG00000137674	MMP20
ENSG00000137700	SLC37A4
ENSG00000137710	RDX
ENSG00000137713	PPP2R1B
ENSG00000137726	FXYD6
ENSG00000137731	FXYD2
ENSG00000137745	MMP13
ENSG00000137752	CASP1
ENSG00000137801	THBS1
ENSG00000137806	NDUFAF1
ENSG00000137812	KNL1
ENSG00000137831	UACA
ENSG00000137834	SMAD6
ENSG00000137845	ADAM10
ENSG00000137860	SLC28A2
ENSG00000137868	STRA6
ENSG00000137869	CYP19A1
ENSG00000137872	SEMA6D
ENSG00000137992	DBT
ENSG00000138002	IFT172
ENSG00000138029	HADHB
ENSG00000138030	KHK
ENSG00000138031	ADCY3
ENSG00000138032	PPM1B
ENSG00000138035	PNPT1
ENSG00000138039	LHCGR
ENSG00000138061	CYP1B1
ENSG00000138075	ABCG5
ENSG00000138078	PREPL
ENSG00000138079	SLC3A1
ENSG00000138081	FBXO11
ENSG00000138083	SIX3
ENSG00000138095	LRPPRC
ENSG00000138109	CYP2C9
ENSG00000138115	CYP2C8
ENSG00000138136	LBX1
ENSG00000138160	KIF11
ENSG00000138175	ARL3
ENSG00000138185	ENTPD1
ENSG00000138193	PLCE1
ENSG00000138207	RBP4
ENSG00000138311	ZNF365
ENSG00000138326	RPS24
ENSG00000138336	TET1
ENSG00000138346	DNA2
ENSG00000138347	MYPN
ENSG00000138363	ATIC
ENSG00000138375	SMARCAL1
ENSG00000138376	BARD1
ENSG00000138378	STAT4
ENSG00000138379	MSTN
ENSG00000138413	IDH1
ENSG00000138435	CHRNA1
ENSG00000138448	ITGAV
ENSG00000138449	SLC40A1
ENSG00000138592	USP8
ENSG00000138615	CILP
ENSG00000138622	HCN4
ENSG00000138623	SEMA7A
ENSG00000138639	ARHGAP24
ENSG00000138653	NDST4
ENSG00000138669	PRKG2
ENSG00000138675	FGF5
ENSG00000138685	FGF2
ENSG00000138686	BBS7
ENSG00000138696	BMPR1B
ENSG00000138698	RAP1GDS1
ENSG00000138738	PRDM5
ENSG00000138741	TRPC3
ENSG00000138759	FRAS1
ENSG00000138760	SCARB2
ENSG00000138771	SHROOM3
ENSG00000138795	LEF1
ENSG00000138796	HADH
ENSG00000138798	EGF
ENSG00000138814	PPP3CA
ENSG00000138823	MTTP
ENSG00000138829	FBN2
ENSG00000139044	B4GALNT3
ENSG00000139083	ETV6
ENSG00000139116	KIF21A
ENSG00000139131	YARS2
ENSG00000139132	FGD4
ENSG00000139133	ALG10
ENSG00000139151	PLCZ1
ENSG00000139155	SLCO1C1
ENSG00000139163	ETNK1
ENSG00000139174	PRICKLE1
ENSG00000139180	NDUFA9
ENSG00000139193	CD27
ENSG00000139197	PEX5
ENSG00000139219	COL2A1
ENSG00000139263	LRIG3
ENSG00000139287	TPH2
ENSG00000139292	LGR5
ENSG00000139304	PTPRQ
ENSG00000139324	TMTC3
ENSG00000139329	LUM
ENSG00000139330	KERA
ENSG00000139351	SYCP3
ENSG00000139352	ASCL1
ENSG00000139428	MMAB
ENSG00000139515	PDX1
ENSG00000139531	SUOX
ENSG00000139549	DHH
ENSG00000139567	ACVRL1
ENSG00000139618	BRCA2
ENSG00000139629	GALNT6
ENSG00000139648	KRT71
ENSG00000139679	LPAR6
ENSG00000139687	RB1
ENSG00000139718	SETD1B
ENSG00000139734	DIAPH3
ENSG00000139908	TSSK4
ENSG00000139988	RDH12
ENSG00000140009	ESR2
ENSG00000140057	AK7
ENSG00000140092	FBLN5
ENSG00000140093	SERPINA10
ENSG00000140157	NIPA2
ENSG00000140199	SLC12A6
ENSG00000140262	TCF12
ENSG00000140274	DUOXA2
ENSG00000140279	DUOX2
ENSG00000140287	HDC
ENSG00000140326	CDAN1
ENSG00000140368	PSTPIP1
ENSG00000140374	ETFA
ENSG00000140396	NCOA2
ENSG00000140416	TPM1
ENSG00000140443	IGF1R
ENSG00000140459	CYP11A1
ENSG00000140463	BBS4
ENSG00000140464	PML
ENSG00000140470	ADAMTS17
ENSG00000140505	CYP1A2
ENSG00000140521	POLG
ENSG00000140522	RLBP1
ENSG00000140525	FANCI
ENSG00000140538	NTRK3
ENSG00000140545	MFGE8
ENSG00000140557	ST8SIA2
ENSG00000140577	CRTC3
ENSG00000140650	PMM2
ENSG00000140675	SLC5A2
ENSG00000140718	FTO
ENSG00000140740	UQCRC2
ENSG00000140836	ZFHX3
ENSG00000140873	ADAMTS18
ENSG00000140905	GCSH
ENSG00000140937	CDH11
ENSG00000140945	CDH13
ENSG00000140968	IRF8
ENSG00000140992	PDPK1
ENSG00000141012	GALNS
ENSG00000141027	NCOR1
ENSG00000141052	MYOCD
ENSG00000141252	VPS53
ENSG00000141337	ARSG
ENSG00000141349	G6PC3
ENSG00000141367	CLTC
ENSG00000141385	AFG3L2
ENSG00000141404	GNAL
ENSG00000141431	ASXL3
ENSG00000141448	GATA6
ENSG00000141458	NPC1
ENSG00000141469	SLC14A1
ENSG00000141499	WRAP53
ENSG00000141506	PIK3R5
ENSG00000141510	TP53
ENSG00000141519	CCDC40
ENSG00000141522	ARHGDIA
ENSG00000141524	TMC6
ENSG00000141526	SLC16A3
ENSG00000141527	CARD14
ENSG00000141551	CSNK1D
ENSG00000141564	RPTOR
ENSG00000141579	ZNF750
ENSG00000141580	WDR45B
ENSG00000141582	CBX4
ENSG00000141627	DYM
ENSG00000141644	MBD1
ENSG00000141646	SMAD4
ENSG00000141655	TNFRSF11A
ENSG00000141736	ERBB2
ENSG00000141744	PNMT
ENSG00000141756	FKBP10
ENSG00000141837	CACNA1A
ENSG00000141867	BRD4
ENSG00000141965	FEM1A
ENSG00000141968	VAV1
ENSG00000141985	SH3GL1
ENSG00000142082	SIRT3
ENSG00000142089	IFITM3
ENSG00000142156	COL6A1
ENSG00000142166	IFNAR1
ENSG00000142168	SOD1
ENSG00000142173	COL6A2
ENSG00000142182	DNMT3L
ENSG00000142192	APP
ENSG00000142208	AKT1
ENSG00000142273	CBLC
ENSG00000142303	ADAMTS10
ENSG00000142319	SLC6A3
ENSG00000142330	CAPN10
ENSG00000142347	MYO1F
ENSG00000142405	NLRP12
ENSG00000142494	SLC47A1
ENSG00000142606	MMEL1
ENSG00000142611	PRDM16
ENSG00000142627	EPHA2
ENSG00000142655	PEX14
ENSG00000142676	RPL11
ENSG00000142748	FCN3
ENSG00000142798	HSPG2
ENSG00000142867	BCL10
ENSG00000142920	AZIN2
ENSG00000143013	LMO4
ENSG00000143125	PROK1
ENSG00000143126	CELSR2
ENSG00000143153	ATP1B1
ENSG00000143156	NME7
ENSG00000143178	TBX19
ENSG00000143183	TMCO1
ENSG00000143198	MGST3
ENSG00000143199	ADCY10
ENSG00000143224	PPOX
ENSG00000143226	FCGR2A
ENSG00000143252	SDHC
ENSG00000143257	NR1I3
ENSG00000143278	F13B
ENSG00000143294	PRCC
ENSG00000143315	PIGM
ENSG00000143322	ABL2
ENSG00000143341	HMCN1
ENSG00000143368	SF3B4
ENSG00000143369	ECM1
ENSG00000143379	SETDB1
ENSG00000143382	ADAMTSL4
ENSG00000143387	CTSK
ENSG00000143390	RFX5
ENSG00000143437	ARNT
ENSG00000143442	POGZ
ENSG00000143469	SYT14
ENSG00000143549	TPM3
ENSG00000143556	S100A7
ENSG00000143575	HAX1
ENSG00000143603	KCNN3
ENSG00000143614	GATAD2B
ENSG00000143622	RIT1
ENSG00000143627	PKLR
ENSG00000143630	HCN3
ENSG00000143631	FLG
ENSG00000143632	ACTA1
ENSG00000143641	GALNT2
ENSG00000143669	LYST
ENSG00000143727	ACP1
ENSG00000143768	LEFTY2
ENSG00000143799	PARP1
ENSG00000143801	PSEN2
ENSG00000143815	LBR
ENSG00000143819	EPHX1
ENSG00000143839	REN
ENSG00000143858	SYT2
ENSG00000143869	GDF7
ENSG00000143919	CAMKMT
ENSG00000143921	ABCG8
ENSG00000143924	EML4
ENSG00000143933	CALM2
ENSG00000143947	RPS27A
ENSG00000143951	WDPCP
ENSG00000143952	VPS54
ENSG00000143970	ASXL2
ENSG00000143995	MEIS1
ENSG00000144028	SNRNP200
ENSG00000144057	ST6GAL2
ENSG00000144061	NPHP1
ENSG00000144191	CNGA3
ENSG00000144218	AFF3
ENSG00000144278	GALNT13
ENSG00000144285	SCN1A
ENSG00000144290	SLC4A10
ENSG00000144355	DLX1
ENSG00000144357	UBR3
ENSG00000144381	HSPD1
ENSG00000144406	UNC80
ENSG00000144452	ABCA12
ENSG00000144455	SUMF1
ENSG00000144476	ACKR3
ENSG00000144535	DIS3L2
ENSG00000144554	FANCD2
ENSG00000144619	CNTN4
ENSG00000144647	POMGNT2
ENSG00000144659	SLC25A38
ENSG00000144668	ITGA9
ENSG00000144802	NFKBIZ
ENSG00000144852	NR1I2
ENSG00000144857	BOC
ENSG00000144891	AGTR1
ENSG00000144962	SPATA16
ENSG00000145012	LPP
ENSG00000145020	AMT
ENSG00000145029	NICN1
ENSG00000284862	CCDC39
ENSG00000145103	ILDR1
ENSG00000145107	TM4SF19
ENSG00000145113	MUC4
ENSG00000145191	EIF2B5
ENSG00000145192	AHSG
ENSG00000145194	ECE2
ENSG00000145216	FIP1L1
ENSG00000145217	SLC26A1
ENSG00000145242	EPHA5
ENSG00000145244	CORIN
ENSG00000145246	ATP10D
ENSG00000145335	SNCA
ENSG00000145348	TBCK
ENSG00000145354	CISD2
ENSG00000145362	ANK2
ENSG00000145375	SPATA5
ENSG00000145384	FABP2
ENSG00000145476	CYP4V2
ENSG00000145494	NDUFS6
ENSG00000145623	OSMR
ENSG00000145675	PIK3R1
ENSG00000145681	HAPLN1
ENSG00000145703	IQGAP2
ENSG00000145715	RASA1
ENSG00000145721	LIX1
ENSG00000145740	SLC30A5
ENSG00000145777	TSLP
ENSG00000145794	MEGF10
ENSG00000145819	ARHGAP26
ENSG00000145826	LECT2
ENSG00000145863	GABRA6
ENSG00000145888	GLRA1
ENSG00000145912	NHP2
ENSG00000145920	CPLX2
ENSG00000145936	KCNMB1
ENSG00000145982	FARS2
ENSG00000145996	CDKAL1
ENSG00000146021	KLHL3
ENSG00000146066	HIGD2A
ENSG00000146070	PLA2G7
ENSG00000146205	ANO7
ENSG00000146221	TCTE1
ENSG00000146232	NFKBIE
ENSG00000146247	PHIP
ENSG00000146282	RARS2
ENSG00000146374	RSPO3
ENSG00000146383	TAAR6
ENSG00000146399	TAAR1
ENSG00000146477	SLC22A3
ENSG00000146648	EGFR
ENSG00000146733	PSPH
ENSG00000146839	ZAN
ENSG00000146926	ASB10
ENSG00000146938	NLGN4X
ENSG00000147041	SYTL5
ENSG00000147044	CASK
ENSG00000147050	KDM6A
ENSG00000147065	MSN
ENSG00000147099	HDAC8
ENSG00000147100	SLC16A2
ENSG00000147119	CHST7
ENSG00000147124	ZNF41
ENSG00000147130	ZMYM3
ENSG00000147133	TAF1
ENSG00000147140	NONO
ENSG00000147155	EBP
ENSG00000147162	OGT
ENSG00000147168	IL2RG
ENSG00000147180	ZNF711
ENSG00000147202	DIAPH2
ENSG00000147224	PRPS1
ENSG00000147246	HTR2C
ENSG00000147255	IGSF1
ENSG00000147257	GPC3
ENSG00000147316	MCPH1
ENSG00000147324	MFHAS1
ENSG00000147383	NSDHL
ENSG00000147403	RPL10
ENSG00000147408	CSGALNACT1
ENSG00000147437	GNRH1
ENSG00000147443	DOK2
ENSG00000147465	STAR
ENSG00000147475	ERLIN2
ENSG00000147548	NSD3
ENSG00000147571	CRH
ENSG00000147647	DPYS
ENSG00000147654	EBAG9
ENSG00000147655	RSPO2
ENSG00000147684	NDUFB9
ENSG00000147724	FAM135B
ENSG00000147804	SLC39A4
ENSG00000147813	NAPRT
ENSG00000147852	VLDLR
ENSG00000147862	NFIB
ENSG00000147883	CDKN2B
ENSG00000147889	CDKN2A
ENSG00000147894	C9orf72
ENSG00000147912	FBXO10
ENSG00000147955	SIGMAR1
ENSG00000148019	CEP78
ENSG00000148053	NTRK2
ENSG00000148090	AUH
ENSG00000148154	UGCG
ENSG00000148180	GSN
ENSG00000148187	MRRF
ENSG00000148218	ALAD
ENSG00000148219	ASTN2
ENSG00000148288	GBGT1
ENSG00000148290	SURF1
ENSG00000148337	CIZ1
ENSG00000148356	LRSAM1
ENSG00000148384	INPP5E
ENSG00000148400	NOTCH1
ENSG00000148459	PDSS1
ENSG00000148488	ST8SIA6
ENSG00000148516	ZEB1
ENSG00000148584	A1CF
ENSG00000148600	CDHR1
ENSG00000148604	RGR
ENSG00000148606	POLR3A
ENSG00000148672	GLUD1
ENSG00000148677	ANKRD1
ENSG00000148680	HTR7
ENSG00000148690	FRA10AC1
ENSG00000148702	HABP2
ENSG00000148704	VAX1
ENSG00000148737	TCF7L2
ENSG00000148795	CYP17A1
ENSG00000148834	GSTO1
ENSG00000148842	CNNM2
ENSG00000148848	ADAM12
ENSG00000148926	ADM
ENSG00000149021	SCGB1A1
ENSG00000149131	SERPING1
ENSG00000149177	PTPRJ
ENSG00000149257	SERPINH1
ENSG00000149295	DRD2
ENSG00000149305	HTR3B
ENSG00000149308	NPAT
ENSG00000149311	ATM
ENSG00000149403	GRIK4
ENSG00000149418	ST14
ENSG00000149451	ADAM33
ENSG00000149480	MTA2
ENSG00000149483	TMEM138
ENSG00000149489	ROM1
ENSG00000149534	MS4A2
ENSG00000149541	B3GAT3
ENSG00000149571	KIRREL3
ENSG00000149575	SCN2B
ENSG00000149596	JPH2
ENSG00000149742	SLC22A9
ENSG00000149781	FERMT3
ENSG00000149925	ALDOA
ENSG00000149927	DOC2A
ENSG00000149948	HMGA2
ENSG00000149968	MMP3
ENSG00000149970	CNKSR2
ENSG00000150093	ITGB1
ENSG00000150275	PCDH15
ENSG00000150281	CTF1
ENSG00000150316	CWC15
ENSG00000150337	FCGR1A
ENSG00000150394	CDH8
ENSG00000150455	TIRAP
ENSG00000150457	LATS2
ENSG00000150540	HNMT
ENSG00000150594	ADRA2A
ENSG00000150753	CCT5
ENSG00000150768	DLAT
ENSG00000150787	PTS
ENSG00000150893	FREM2
ENSG00000150907	FOXO1
ENSG00000150990	DHX37
ENSG00000150995	ITPR1
ENSG00000151012	SLC7A11
ENSG00000151062	CACNA2D4
ENSG00000151067	CACNA1C
ENSG00000151079	KCNA6
ENSG00000151090	THRB
ENSG00000151092	NGLY1
ENSG00000151148	UBE3B
ENSG00000151150	ANK3
ENSG00000151224	MAT1A
ENSG00000151240	DIP2C
ENSG00000151247	EIF4E
ENSG00000151338	MIPOL1
ENSG00000151348	EXT2
ENSG00000151413	NUBPL
ENSG00000151445	VIPAS39
ENSG00000151466	SCLT1
ENSG00000151490	PTPRO
ENSG00000151491	EPS8
ENSG00000151498	ACAD8
ENSG00000151532	VTI1A
ENSG00000151552	QDPR
ENSG00000151577	DRD3
ENSG00000151611	MMAA
ENSG00000151617	EDNRA
ENSG00000151623	NR3C2
ENSG00000151632	AKR1C2
ENSG00000151694	ADAM17
ENSG00000151702	FLI1
ENSG00000151704	KCNJ1
ENSG00000151729	SLC25A4
ENSG00000151779	NBAS
ENSG00000151790	TDO2
ENSG00000151834	GABRA2
ENSG00000151835	SACS
ENSG00000151849	CENPJ
ENSG00000151892	GFRA1
ENSG00000151914	DST
ENSG00000151929	BAG3
ENSG00000152049	KCNE4
ENSG00000152093	CFC1B
ENSG00000152104	PTPN14
ENSG00000152137	HSPB8
ENSG00000152207	CYSLTR2
ENSG00000152208	GRID2
ENSG00000152217	SETBP1
ENSG00000152219	ARL14EP
ENSG00000152223	EPG5
ENSG00000152229	PSTPIP2
ENSG00000152256	PDK1
ENSG00000152266	PTH
ENSG00000152284	TCF7L1
ENSG00000152422	XRCC4
ENSG00000152457	DCLRE1C
